"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0140014","mitotic nuclear division",255,0.547339394211193,2.14744020079279,1e-10,1e-10,4.56267942583732e-08,1883,"tags=28%, list=12%, signal=25%","20877/12235/71819/66977/54392/100502766/12704/26934/52276/72119/72107/110033/12236/208628/70218/16551/21926/268697/68612/67849/108907/13614/18817/54141/67052/18005/16571/215387/105988/60411/107995/72415/68549/70385/22137/381293/16176/11799/73804/233406/51944/12649/69716/229841/381318/56742/14841/21335/59014/67177/56150/18591/17345/320159/66934/76044/240641/101994/73420/16175/67141/14211/20878/19384/59126/19385/16580/16319/12162/68298/100088"
"GO:0048285","organelle fission",418,0.456192303210423,1.85786745274178,1.61020283020296e-10,1.61020283020296e-10,6.73460271439275e-08,1816,"tags=23%, list=12%, signal=21%","16878/20877/12235/71819/66977/54392/14087/100502766/12704/26934/52276/72119/72107/110033/12236/19361/208628/70218/16551/21926/268697/68612/60530/67849/108907/13614/18817/623474/54141/67052/18005/16571/215387/105988/60411/237911/214901/107995/72415/68549/70385/22137/381293/16176/11799/73804/192199/19362/233406/51944/21973/12649/110958/69716/12442/229841/381318/18631/56742/12316/14841/66197/21335/59014/67177/56150/18591/17345/69928/14748/19366/320159/66934/268465/76044/17702/240641/101994/13429/73420/71846/381678/16175/67141/67121/14211/20878/19384/12877/72634/59126/19385/16580/16319/12162/68298"
"GO:0002443","leukocyte mediated immunity",272,0.488263191484294,1.92844577080262,2.5640000919864e-09,2.5640000919864e-09,9.89890885715884e-07,1659,"tags=21%, list=11%, signal=19%","140474/16071/12266/13421/12262/22324/16590/26365/20311/19204/12260/16149/12259/22177/11634/21948/16182/100123473/77777/12480/21926/14961/12268/14347/19264/17131/26909/68891/20296/14190/24088/16176/50908/83430/15368/13036/317677/14997/96935/12479/12261/18173/15223/21938/667277/15216/56200/11541/16190/14825/16453/15510/21939/20963/16414/12721"
"GO:0034660","ncRNA metabolic process",422,0.440984332845285,1.79524171660079,2.77201691510079e-09,2.77201691510079e-09,9.9375764294741e-07,4432,"tags=45%, list=29%, signal=33%","24014/271842/72515/102614/59028/328162/107094/14113/52530/67223/72462/74035/211064/104662/68147/215193/59014/67973/67619/17299/67949/98956/27966/217995/56095/67222/100087/234344/69902/69237/319582/56200/213773/72171/110109/67724/245474/28114/21771/17089/105372/53414/69961/106248/67920/72344/69942/212679/78697/72634/66409/17975/71340/208144/30946/66965/57750/68626/72662/107071/20085/110816/18813/57315/16193/52705/230082/20055/233802/22321/18148/100503670/20115/70120/18150/20116/70223/228889/66580/217109/16418/72544/207932/66590/56361/20088/19896/64934/56463/67025/75617/77065/69163/66254/13871/216156/20054/227715/54127/67115/70930/66942/69372/104458/60507/68979/67045/66489/73674/212728/52513/20823/433813/66481/69499/110960/66381/20937/20068/72554/100019/108943/66181/20044/72181/69072/28036/224481/195434/225348/52575/19942/208718/71984/71990/67049/19941/14791/27993/72133/212528/15108/27176/57808/66362/107508/230577/233189/20848/72198/12181/66966/27267/85305/66583/75416/68915/67936/14911/15115/67276/217431/69663/353172/71916/70285/12578/52686/239528/269470/234374/105083/67239/83701/67842/67011/214627/27998/71701/60321/69821/66926/16549/18572/244141/69684/100609/53379/66628/223499/19989/20104"
"GO:0045216","cell-cell junction organization",167,0.539926233813851,2.03665635627612,4.06894920032397e-09,4.06894920032397e-09,1.36145612541366e-06,2376,"tags=26%, list=15%, signal=23%","12740/12978/26365/18260/67451/14619/12737/53624/14623/218518/269116/12739/231830/21926/27375/20927/227485/195733/17131/70737/22339/68891/13605/16176/58187/19152/12563/320865/12550/17127/13052/11606/12738/21873/224912/69693/20583/58220/14062/12741/11421/14615/239096/21808"
"GO:0071174","mitotic spindle checkpoint",36,0.770066278081951,2.29359351569024,8.09946402467727e-09,8.09946402467727e-09,2.54067397826718e-06,955,"tags=42%, list=6%, signal=39%","20877/12235/12236/208628/268697/18817/67052/20460/70385/22137/11799/69716/229841/67177/56150"
"GO:1990266","neutrophil migration",90,0.619426014231919,2.15749238416294,9.51166866600658e-09,9.51166866600658e-09,2.80815084826745e-06,1605,"tags=39%, list=10%, signal=35%","22324/20311/20308/20297/20305/16149/20201/18829/14347/20310/20309/13614/330122/68891/20296/20304/16176/83430/16803/16854/19152/12261/105855/20306/20303/20292/68279/13052/20300/14825/17242/16175/20563/20963/16414"
"GO:0007094","mitotic spindle assembly checkpoint",34,0.774580921494735,2.30000602184652,1.49833765281548e-08,1.49833765281548e-08,3.95793569452865e-06,955,"tags=41%, list=6%, signal=39%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/67177/56150"
"GO:0071173","spindle assembly checkpoint",34,0.774580921494735,2.30000602184652,1.49833765281548e-08,1.49833765281548e-08,3.95793569452865e-06,955,"tags=41%, list=6%, signal=39%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/67177/56150"
"GO:0097530","granulocyte migration",112,0.58173549633316,2.09725528918504,2.21191126160484e-08,2.21191126160484e-08,5.55073310280624e-06,1654,"tags=36%, list=11%, signal=32%","12978/22324/20311/20308/20297/20305/16149/12977/232983/20201/18829/14347/20310/20309/13614/330122/22339/68891/20296/20304/16176/83430/16803/16854/19152/12261/105855/20306/20303/20292/68279/13052/20300/14825/17242/16175/20563/20963/16414/15465"
"GO:0002455","humoral immune response mediated by circulating immunoglobulin",36,0.758094991222166,2.25793779786753,2.47754712236153e-08,2.47754712236153e-08,5.92127552853121e-06,1278,"tags=44%, list=8%, signal=41%","16071/12266/12262/12260/12259/100123473/21926/14961/19264/26909/50908/317677/96935/12261/15223/667277"
"GO:0010965","regulation of mitotic sister chromatid separation",56,0.682045241048106,2.18574045906809,2.7286911258041e-08,2.7286911258041e-08,6.22507142958561e-06,955,"tags=30%, list=6%, signal=29%","20877/12235/12704/12236/208628/268697/68612/18817/67052/70385/22137/11799/69716/229841/21335/67177/56150"
"GO:0051983","regulation of chromosome segregation",76,0.640232604090473,2.17884868122483,3.42191833286725e-08,3.42191833286725e-08,7.19318109724037e-06,988,"tags=28%, list=6%, signal=26%","20877/12235/12704/12236/208628/268697/68612/223970/18817/67052/214901/70385/22137/11799/73804/69716/229841/21335/67177/56150/17345"
"GO:0044782","cilium organization",300,-0.377063499580379,-1.81667021480231,3.43969230321058e-08,3.43969230321058e-08,7.19318109724037e-06,3870,"tags=43%, list=25%, signal=33%","114602/52906/106633/217335/67286/171567/104346/232987/217705/219103/53883/216560/211535/73916/72140/105833/13191/68146/207686/100502861/73668/192176/16328/76568/207425/320634/52184/76779/232906/329795/105428/67378/74019/66086/246102/51938/70314/81896/74025/75472/72569/110012/73873/102774/56542/216274/74256/75695/67590/67694/74682/67046/56526/102747/101565/380614/225523/320234/66994/59030/654470/67474/385668/74694/18541/432611/78802/12589/59002/242584/74201/77832/72507/27078/19893/244608/73692/78795/381644/71276/71448/11567/76816/74569/241112/234740/66910/213081/19335/69672/69707/100048534/20822/75564/67978/17758/382253/72421/235330/213402/280408/70300/105000/67946/66717/74052/74081/19725/80291/226422/75050/264134/241035/75533/64009/259300/226251/73293/52028/319565/286942/192653/232943/22092/24084/69387/319953/17152/227753"
"GO:0044784","metaphase/anaphase transition of cell cycle",57,0.675235636640693,2.17650887042908,3.87549612802636e-08,3.87549612802636e-08,7.78036443723355e-06,955,"tags=30%, list=6%, signal=28%","20877/12235/12704/12236/208628/268697/68612/18817/67052/70385/22137/11799/69716/229841/21335/67177/56150"
"GO:1905819","negative regulation of chromosome separation",38,0.73705861099739,2.21624106453999,4.04961262073479e-08,4.04961262073479e-08,7.81722792536983e-06,955,"tags=37%, list=6%, signal=35%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/67177/56150"
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle",55,0.68745778823458,2.20086965040781,4.29819631827255e-08,4.29819631827255e-08,7.98978559279669e-06,955,"tags=31%, list=6%, signal=29%","20877/12235/12704/12236/208628/268697/68612/18817/67052/70385/22137/11799/69716/229841/21335/67177/56150"
"GO:0008608","attachment of spindle microtubules to kinetochore",32,0.768919486827986,2.24980252541057,5.10012820576916e-08,5.10012820576916e-08,8.55431482458178e-06,1203,"tags=47%, list=8%, signal=43%","20877/66977/26934/76464/268697/54141/67052/18005/13605/72415/73804/51944/229841/67177/101994"
"GO:0033045","regulation of sister chromatid segregation",62,0.668105285485572,2.19991675413654,5.12253012678551e-08,5.12253012678551e-08,8.55431482458178e-06,955,"tags=29%, list=6%, signal=27%","20877/12235/12704/12236/208628/268697/68612/223970/18817/67052/70385/22137/11799/69716/229841/21335/67177/56150"
"GO:0051985","negative regulation of chromosome segregation",39,0.747029199167989,2.2568547542843,5.14029041633171e-08,5.14029041633171e-08,8.55431482458178e-06,955,"tags=38%, list=6%, signal=36%","20877/12235/12236/208628/268697/18817/67052/214901/70385/22137/11799/69716/229841/67177/56150"
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition",36,0.750264107274143,2.23461400723221,5.28365292751538e-08,5.28365292751538e-08,8.55431482458178e-06,955,"tags=39%, list=6%, signal=37%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/67177/56150"
"GO:0051306","mitotic sister chromatid separation",59,0.673419261674212,2.19079609334617,5.62960978759556e-08,5.62960978759556e-08,8.82959850896567e-06,955,"tags=29%, list=6%, signal=27%","20877/12235/12704/12236/208628/268697/68612/18817/67052/70385/22137/11799/69716/229841/21335/67177/56150"
"GO:0002449","lymphocyte mediated immunity",206,0.49517870128471,1.90407474632695,8.4931184415496e-08,8.4931184415496e-08,1.2917125591486e-05,1518,"tags=19%, list=10%, signal=18%","140474/16071/12266/12262/22324/26365/12260/16149/12259/11634/21948/16182/100123473/77777/12480/21926/14961/12268/14347/19264/17131/26909/14190/16176/50908/83430/13036/317677/14997/96935/12479/12261/18173/15223/21938/667277/15216/16190/15510/21939"
"GO:0033047","regulation of mitotic sister chromatid segregation",40,0.721769707545898,2.19462268752599,9.18324917719732e-08,9.18324917719732e-08,1.35559542033674e-05,955,"tags=35%, list=6%, signal=33%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/67177/56150"
"GO:0007080","mitotic metaphase plate congression",46,0.703782751470574,2.19589295796601,1.32885524288174e-07,1.32885524288174e-07,1.9055584355068e-05,1203,"tags=33%, list=8%, signal=30%","20877/66977/52276/110033/268697/67849/67052/70385/381293/73804/229841/56742/59014/67177/101994"
"GO:0031577","spindle checkpoint",39,0.738318012276382,2.23053733111841,1.38002136319628e-07,1.38002136319628e-07,1.92395960810523e-05,955,"tags=38%, list=6%, signal=36%","20877/12235/12236/208628/268697/18817/67052/20460/70385/22137/11799/69716/229841/67177/56150"
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle",37,0.744694092118281,2.22976580365109,1.48545360127321e-07,1.48545360127321e-07,1.94556612070136e-05,955,"tags=38%, list=6%, signal=36%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/67177/56150"
"GO:0120193","tight junction organization",63,0.654046232455376,2.16116293303135,1.51113412390288e-07,1.51113412390288e-07,1.94556612070136e-05,615,"tags=21%, list=4%, signal=20%","12740/18260/67451/12737/53624/218518/12739/231830/21926/20927/70737/13605/58187"
"GO:0048871","multicellular organismal homeostasis",430,0.414181008590165,1.68899722351195,1.51181260008359e-07,1.51181260008359e-07,1.94556612070136e-05,2241,"tags=23%, list=14%, signal=20%","140474/110935/12740/56636/12978/13040/26365/18260/12737/84506/12839/12977/20510/15558/13386/28240/620235/26367/16182/12516/217166/21926/27375/20927/12349/195733/14219/16181/100039795/72828/16819/22339/12062/16541/114304/20304/16176/214531/11555/11668/16847/13036/26457/17196/231633/16666/27273/26381/19662/23801/11304/18173/12550/14748/94187/18559/333654/231162/13869/16765/12824/71982/17150/14234/15216/19116/13052/64292/16190/11363/12815/22041/16175/13371/13618/20963/279561/193034/21873/105171/21943/12721/20276/18618/22346/20278/11539/12818/16193/16678/353187/27060/14062/22042/12741/19664/76157/17300"
"GO:0071621","granulocyte chemotaxis",92,0.596190092532022,2.08343547991658,1.57756803119524e-07,1.57756803119524e-07,1.96379134864028e-05,1654,"tags=38%, list=11%, signal=34%","12978/22324/20311/20308/20297/20305/16149/12977/232983/20201/18829/20310/20309/13614/330122/22339/20296/20304/16176/83430/16803/16854/12261/105855/20306/20303/20292/13052/20300/14825/17242/20563/20963/16414/15465"
"GO:0051304","chromosome separation",86,0.598990392228584,2.08248735800717,1.60918845695105e-07,1.60918845695105e-07,1.96379134864028e-05,1108,"tags=27%, list=7%, signal=25%","20877/12235/12704/12236/208628/268697/68612/18817/67052/215387/105988/70385/22137/11799/21973/110958/69716/229841/21335/67177/56150/69928/268465"
"GO:0030593","neutrophil chemotaxis",72,0.637596835833724,2.15389726072896,1.76053211222653e-07,1.76053211222653e-07,1.96379134864028e-05,1914,"tags=44%, list=12%, signal=39%","22324/20311/20308/20297/20305/16149/20201/18829/20310/20309/13614/330122/20296/20304/16176/83430/16803/16854/12261/105855/20306/20303/20292/13052/20300/14825/17242/20563/20963/16414/277360/21828"
"GO:0033046","negative regulation of sister chromatid segregation",37,0.742523294679257,2.22326599393402,1.76073993612357e-07,1.76073993612357e-07,1.96379134864028e-05,955,"tags=38%, list=6%, signal=36%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/67177/56150"
"GO:0033048","negative regulation of mitotic sister chromatid segregation",37,0.742523294679257,2.22326599393402,1.76073993612357e-07,1.76073993612357e-07,1.96379134864028e-05,955,"tags=38%, list=6%, signal=36%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/67177/56150"
"GO:2000816","negative regulation of mitotic sister chromatid separation",37,0.742523294679257,2.22326599393402,1.76073993612357e-07,1.76073993612357e-07,1.96379134864028e-05,955,"tags=38%, list=6%, signal=36%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/67177/56150"
"GO:0043297","apical junction assembly",65,0.636621361238772,2.11228604822632,2.05240640537434e-07,2.05240640537434e-07,2.23933037547479e-05,615,"tags=18%, list=4%, signal=18%","12740/18260/67451/12737/53624/218518/12739/231830/21926/70737/13605/58187"
"GO:1902105","regulation of leukocyte differentiation",236,0.470405414089733,1.83747358957977,2.39048131061438e-07,2.39048131061438e-07,2.55270210280165e-05,2009,"tags=24%, list=13%, signal=21%","12978/12262/16878/26365/12522/16149/12977/13386/22177/14087/14960/21926/15001/12349/19264/17131/72828/18102/14190/83554/20304/22637/16153/20677/83430/12142/74039/12479/230126/72147/105855/12571/13024/170741/243910/16169/21414/15223/66058/16658/18534/16190/19659/17242/16453/12400/65963/74614/20963/21873/21943/16818/21946/18103/16193/237625/12193"
"GO:0120192","tight junction assembly",58,0.652087019097364,2.10519140054403,2.91467197267815e-07,2.91467197267815e-07,2.96021134808617e-05,615,"tags=21%, list=4%, signal=20%","12740/18260/67451/12737/53624/218518/12739/231830/21926/70737/13605/58187"
"GO:0051784","negative regulation of nuclear division",49,0.68849542288697,2.16094782357142,2.94708197171052e-07,2.94708197171052e-07,2.96021134808617e-05,955,"tags=33%, list=6%, signal=31%","16878/20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/12649/69716/229841/67177/56150"
"GO:0051310","metaphase plate congression",60,0.648599312557364,2.11998034542732,2.94903605356739e-07,2.94903605356739e-07,2.96021134808617e-05,1203,"tags=28%, list=8%, signal=26%","20877/66977/108000/52276/110033/268697/67849/54141/67052/70385/381293/73804/229841/56742/59014/67177/101994"
"GO:1903706","regulation of hemopoiesis",305,0.440762049506877,1.75664960257056,3.31359122787601e-07,3.31359122787601e-07,3.2609294065042e-05,1943,"tags=22%, list=13%, signal=20%","12978/12262/16878/26365/12522/16149/12977/13386/22177/14087/14960/21926/15001/12349/19264/17131/72828/23871/12985/18102/14190/83554/20304/22637/16153/20677/83430/12142/74039/12479/230126/72147/105855/12571/13024/170741/243910/16169/21414/15223/16948/66058/319160/17480/16658/20259/18534/16190/19659/16323/17242/15469/16453/12400/65963/74614/20963/21873/16909/21943/97165/16818/21946/15526/18103/16193/237625"
"GO:0070830","bicellular tight junction assembly",56,0.655531432625041,2.10077204303572,3.50916372289746e-07,3.50916372289746e-07,3.38698231392208e-05,615,"tags=21%, list=4%, signal=21%","12740/18260/67451/12737/53624/218518/12739/231830/21926/70737/13605/58187"
"GO:0002250","adaptive immune response",299,0.435751773261109,1.73343108051564,3.7266074137122e-07,3.7266074137122e-07,3.52898990041306e-05,2324,"tags=24%, list=15%, signal=21%","140474/16071/12266/12262/77125/12260/16149/12259/11687/11634/21948/17082/16182/12516/14960/208154/100123473/12480/21926/18751/14961/12268/14347/19264/17131/11513/26909/22339/230405/14190/16176/22637/50908/83430/12142/13036/317677/14997/96935/12479/12261/18173/243910/15223/67664/68279/21938/667277/15216/16190/16453/99571/15510/21939/11658/20963/21682/64435/19720/21929/69583/16193/12518/110557/27060/22042/74732/50909/94185/18034/72544/12628"
"GO:0030071","regulation of mitotic metaphase/anaphase transition",52,0.668533323672028,2.11690796627903,3.87409090900663e-07,3.87409090900663e-07,3.60071451347829e-05,955,"tags=29%, list=6%, signal=27%","20877/12235/12236/208628/268697/68612/18817/67052/70385/22137/11799/69716/229841/67177/56150"
"GO:0006260","DNA replication",239,0.463877104569468,1.81093727099363,4.14931786041546e-07,4.14931786041546e-07,3.78640144659539e-05,3561,"tags=37%, list=23%, signal=29%","68026/77011/72107/19361/17218/12534/71988/12428/17216/223970/18973/17215/101612/17219/20135/214901/110749/12544/69270/217578/77782/107373/67177/108961/16881/18591/69928/70024/22036/212377/27221/268465/27214/69237/18968/18969/218973/56200/208084/57753/21969/79456/67141/57441/20133/52679/327762/17220/19075/320209/26419/76843/71643/69263/29815/16193/18392/18148/22687/106344/328440/21853/13874/80905/68142/72749/12448/216156/12144/12301/19076/107951/245688/193838/26398/17295/332110/22059/104806/19704/14198/18972/19891/81702/319651/59001/66131/14156/50927"
"GO:0050900","leukocyte migration",273,0.450408465106096,1.77926245472759,5.03282322270081e-07,5.03282322270081e-07,4.40431102581495e-05,1914,"tags=25%, list=12%, signal=22%","12978/22324/16590/77125/20311/20308/19204/20297/17395/20305/16149/12977/18787/28240/11634/232983/20201/18829/21926/14347/20310/20309/13614/330122/22339/68891/20296/24088/20304/16176/70045/83430/20344/216892/19260/16803/16854/19152/319655/12261/105855/20306/16401/18591/20303/15223/20292/68279/13052/20300/14825/22329/76088/17242/16175/13618/20563/20963/16414/21943/15465/12721/20085/11539/277360/20315/21828"
"GO:0045839","negative regulation of mitotic nuclear division",46,0.689079068597129,2.15001557093074,5.06815949840477e-07,5.06815949840477e-07,4.40431102581495e-05,955,"tags=33%, list=6%, signal=31%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/12649/69716/229841/67177/56150"
"GO:1905818","regulation of chromosome separation",62,0.64753968813185,2.13219898096491,5.0897134547484e-07,5.0897134547484e-07,4.40431102581495e-05,955,"tags=27%, list=6%, signal=26%","20877/12235/12704/12236/208628/268697/68612/18817/67052/70385/22137/11799/69716/229841/21335/67177/56150"
